Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
,,,,Que las empresas contraten sin distinción de edad ya que después de los 35 años de edad ya no contra no quieren contratar a nadie,CDMX,18
,,,,Sindicalización democrática para cualquier trabajador,CDMX,18
,,,,Revisión de la contratación de menores de edad y apoyos para el autoempleo ,CDMX,18
,,,,Basificar acción para los voluntarios en alcaldías ,CDMX,18
,,,,Que las empresas privadas garanticen la seguridad social a sus trabajadores,CDMX,18
,,,,Trabajos dignos y bien remunerados sin importar edad sexo o nivel educativo,CDMX,18
"Que los bienes de la nación, minas, petróleo, litio y áreas naturales no se entreguen a particulares.",Seguir impulsando la agricultura familiar en la medida de lo posible y el nuevo plato del bien comer.,Apoyo economico a los nuevos proyectos.,Más seguridad que ya no haya homicidios,"Impulsar el servicio de carrera, contratar egresados de las universidades.",CDMX,19
Que tengamos energía eléctrica bien y no depender de Estados Unidos.,"Que PROFECO haga su trabajo y apoye al consumidor con los precios y pesos y tarifas de luz, gas y los productos básicos.","Aumentar el presupuesto al CONHACYT ya que es muy importante el desarrollo de los estudiantes en los niveles de maestría y doctorado y posdoctorado, ayuda a su preparación.","Tenemos una deuda con los que menos tienen y debemos de ayudarles y con esto, garantizar el bienestar de todas y todos.","Que se tengan sindicatos que no reelijan al dirigente, que solo duren tres años y se cambien",CDMX,19
"El proyecto de renacionalizacion tiene que considerar medidas primordiales en corto plazo como detener la caida en pico de la producción de petróleo, así como la generación de energía eléctrica con gas importado, algo que está en contra de un proyecto de nación, así como la reasignación de recursos a otros proyectos.","Impulsar empresas nacionales, no extranjeras.","Que desde la infancia, el kinder, primaria, se le enseñara a los niños a manejar sus emociones y que fueran mejores seres humanos.","Yo como ciudadano de la ciudad de México me gustaría que voltearan a ver a la alcaldía Cuauhtémoc con respecto a las boletas de predial, que vienen muy caras, hasta 6 mil pesos por terreno de 90 metros",Que se apoye a los jóvenes para que hagan su servicio social en algunas oficinas privadas y de gobierno,CDMX,19
Revisión para lograr que la luz se considere como un derecho humano.,Acabar con la delincuencia,Apostar a la construcción de un Estado basado en nuestra cosmovisión indígena y exponenciar nuestro conocimiento para un desarrollo de nuestras tecnologías y teorías sociales.,"Que cada que suba un producto, suban los sueldos a lo doble del costo de cada producto",Mejorar las condiciones de los trabajadores.,CDMX,19
"Que no lleguen recibos altos, que sea considerado.",Incentivar a los empresarios honestos para formar empresas responsables.,"Invertir, fiscalizar, vigilar y exigir a las instituciones ya existentes de educación; invertir más en la UNAM y el IPN y garantizar mayor matrícula escolar.",Que los programas no se conviertan en moneda de cambio,Que cuando halla una enfermedad nos apoyen en lograr nuestra jubilación porque al contrario nos ponen obstáculos para no pensionarnos,CDMX,19
Continuar avanzando en las energías limpias y así contar con otras nuevas energías que ayudarán con el bienestar del país y a contar con mejores niveles de vida y de ambiente para todos los mexicanos.,"Permitir la inversión extranjera siempre y cuando genere empleo a los mexicanos y con sueldos justos, porque de nada sirve que esas empresas traigan a sus trabajadores.",Rescatar a la UNAM,Más proyectos que nos beneficien como pueblo,Crear oportunidades a los jóvenes que egresan de las escuelas públicas,CDMX,19
Bajar tarifas a las casas de un solo nivel,Fundamental gravar ganancias de los que sólo especulan.,Apoyo a las madres solteras para que puedan darles estudios superiores a sus hijos,No olvidar y seguir ayudando a las personas de la tercera edad,Dar desde primaria o secundaria materia de finanzas.,CDMX,19
Establecer el precio del gas.,Que Profeco haga su trabajo con los precios para evitar el coyotaje.,"Que se desarrollen todos los ámbitos del sector educativo, industrial y campo porque sin maíz no hay país.",Seguir limpiando de corrupción al gobierno y evitar las tribus enquistadas con viejos vicios en los entes de gobierno,"Que no se les ponga tantos obstáculos a las personas que no tienen empleo aunque tengan una carrera terminada no encuentran trabajo, les ponen trabas",CDMX,19
Mejorar la economía,Descentralizar la CDMX creando otras empresas al interior de la república con centros de compra para trabajadores.,"Combatir la carestía, ya no alcanza para nada con lo que se gana","Que Profeco haga su trabajo con los precios, evitar el coyotaje.","Garantizar condiciones laborales dignas para los jóvenes que ingresan al mundo laboral. Garantizar las prestaciones para el personal de honorarios, Infonavit, IMSS, etc",CDMX,19
Dar cursos para que la gente pueda entender qué realmente son las energías limpias y no piensen que son gastos innecesarios,Trabajar más contra la corrupción.,"Jovenes con un gusto de estudiar y con apoyo así tendremos un país con recursos naturales y con educación civica,",Que en los Pilares se agreguen cursos de inglés para todos los grados.,Vigilar por qué hay empresas muy grandes y no dan utilidades a sus trabajadores que estimule su trabajo,CDMX,19
Apoyos de descuentos al pago de luz doméstica para adultos de 65 y más.,Aplicar programas sin distinción o favoritismo.,Impulso a las tecnologías solares como calentadores solares para el ahorro de energía para bañarse contribuyendo además a la economía familiar.,"Los jóvenes todavía se quedan sin un lugar en la escuela superior, es muy triste.",Que se tome en cuenta a los pensionados que todavía están aptos para seguir trabajando y que no pierdan su pensión,CDMX,19
Concientizar que las casas de dos plantas se les cobra la luz como si fuera una residencia cuando habita un matrimonio de adultos mayores.,Que todas y todos sean escuchados.,Que el proyecto cree industrias y trasladar al interior de la república no sólo en CDMX.,Protección a madres solteras.,"Apoyo a hombres y mujeres trabajadoras con transporte, seguridad social, se desatiende totalmente a la clase productiva del país, no se les considera en sus propuestas",CDMX,19
"Ser autosuficientes en los derivados del petróleo, electricidad y producción de electricidad, a través del procesamiento del litio.",Que se resuelva lo de los altos cobros de la luz.,"Apoyar la invención, desarrollo de ideas, es el primer eslabón de la cadena productiva.","Garantizar que los jóvenes cuando terminen de estudiar tengan un trabajo porque en la actualidad no lo hay, que ayuden a los jóvenes de forma universal.",Mejoras de salario y seguridad del trabajo,CDMX,19
"Tener paneles solares, baterías de autos eléctricos, etc.",,,Hacer convenios con empresas para la realización de servicio social con un apoyo económico para los estudiantes que finalizan sus carreras.,Trasladar empresas al interior de la republica,CDMX,19
Cuidar que no haya votos para la derecha para que no haya entreguismo,,,Vivienda digna para jóvenes y no tan jóvenes.,hacer casas para trabajadores y generar centros económicos,CDMX,19
Que se vea reflejado el costo de la gasolina en los bolsillos de los mexicanos,,,Derecho a la vivienda.,Que funcionen los sindicatos para los trabajadores,CDMX,19
,,,Apoyar a los jóvenes cuando terminen sus carreras a encontrar trabajo aquí en nuestro país y no salgan fuera.,"Respeto a la legislación de 40 horas a la semana, 5 días laborales y 2 días de descanso",CDMX,19
,,,"Jóvenes estudiados y titulados o capaces con capacitación de ejercer, que no sea por recomendación o familiaridad.",Que se escuche a las personas mayores con sus jubilaciones atrasadas,CDMX,19
,,,Crear un afore para el plan de retiro para los más jóvenes.,Poner más atención en el abuso del trabajador y en sus derechos,CDMX,19
,,,Fortalecer los programas sociales universales y reforzar las zonas más pobres con programas focalizados.,"Igualdad y equilibrio en cuanto a salarios y sueldos de políticos, profesionalistas y oficios.",CDMX,19
,,,Tener más apoyo en todos los deportes.,,CDMX,19
,,,"Un modelo multidisciplinario entre el sector trabajo y bienestar, un rubro depende del otro. Un mejor manejo de los programas sociales. Que lleguen a quien verdaderamente los requiere.",,CDMX,19
Qué se nos cobre lo justo y den mantenimiento,Que sean aceptados las nuevas generaciones ya que no son aceptados si no tienen experiencia en trabajo y no es justo que les den trabajo aunque no tengan experiencia,Incremento en el presupuesto del desarrollo científico ,Impulsar a las personas grandes para seguir trabajando,Aumentó el sueldo,CDMX,20
Hh reforma la ley minera para beneficio del pueblo,Que haya escuelas para niños con autismo,Poner comedores para los estudiantes,Hh reformas en materia de salud echar a andar el centro de salud,Más empleo mejor salario para los trabajadores,CDMX,20
Paz y democracia para El País,,Más escuelas para padres trabajadores ,Que los apoyos se den a las personas de 60 años y no de 65,Hoy deben de investigar a fondo a las empresas privadas sobre todo a las de construcción porque en verdad son un cochinero,CDMX,20
Hh que no permitan a tanto extranjero que tenga ingeniería en El País sobre todo en energía,,En verdad apoyen pero a los estudiantes no a la delincuencia ya que hay chicas que si estudian y no tienen apoyo,Hh que todas las personas tengamos los servicios,"Utilizar la inteligencia artificial y robots, si no hay desarrollo con las mejores talentos de las universidades públicas del país",CDMX,20
,,Hola yo pido un proyecto para ver la forma de que se ayude a los niños con diabetes,Hola guiar en la generación de empleo de jóvenes egresados,Más empresas y mejores salarios,CDMX,20
,,Apoyar a los jóvenes científicos y evitar fuga de cerebros,Que las empresas les den trabajo a las personas que piden por primera vez,Mejorar y capacitar a los conciliadores de los tribunales de las salas laborales,CDMX,20
,,,Dar oportunidad a los jóvenes que terminan o concluyen sus estudios,Hotel dos dignos y prestaciones,CDMX,20
,,,Hh que los jóvenes tengan más garantías de trabajo que lo que no les pidan años de experiencia en el ámbito laboral y que a la mayoría de ellos se les reciba,Mejores sueldos,CDMX,20
,,,,Hoy apoyo a los emprendedores capacitación con proyectos viables con recursos recuperables,CDMX,20
,,,,Que se les dé trabajo a las embarazada y a los que por primera vez solicitan trabajo,CDMX,20
,,,,Invitar las subcontrataciones y las desigualdades todo es culpa de los sindicatos,CDMX,20
,,,,Hojear económicamente a las emprendedoras,CDMX,20
,,,,Incrementar las instituciones educativas de formación científica y tecnológica,CDMX,20
,,,,Por medio de trabajadores sociales visitas a las a los y los vecinos y tener un curso para saber que jóvenes hay y acreditarlos en algún oficio con bolsa de trabajo,CDMX,20
