Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
,impedir a los pseudo ambientalistas que no engañen e incremente las mentiras,Apoyo al campo con maquinaria también implementar una supervisión para revisar que los recursos lleguen a quienes lo necesitan ya que hay personas que producen y no los consideran.,CDMX,12
,hacer que empresas sean amigables para e medio ambiente por medio de un incentivo fiscal,seguir apoyando a los agricultores.,CDMX,12
,"poner contenedores en las calles, vigilancia continua, sembrar árboles",impulsar la producción comercial de primero a los de abajo y quiénes son los que llevan a los hogares los productos de primera necesidad,CDMX,12
,"empezar la separación de basura y comida, con eso fertilizar los parques  y jardínes es muy importante que se supervise",capacitar técnicamente a los productores crear espacios comunitarios en la ciudad donde pueda sembrar regular a los intermediarios que sean tratos directos con los productores y que los campesinos estén capacitados en venta de sus productos crear espacios donde los productores vendan sus cosechas sin intermediarios,CDMX,12
,propuesta de cero tolerancia a personas que tiran la basura en las calles sin ninguna consecuencia,respeto a los territorios de cultivo no más explotación del campo rural,CDMX,12
,,impulsar a los campesinos pequeños cuidar los recursos naturales,CDMX,12
,,agregar a los pequeños agricultores para producir más productos,CDMX,12
,,dar créditos a la palabra crear un proyecto para todos los vecinos que podamos utilizar la hidroponía azoteas ya que también es apoyo a la disminución de los efectos del calor en épocas más calurosas Además de que nos beneficia en el autoconsumo,CDMX,12
,,que haya más protección con apoyo para que sigan con sus costumbres como siempre lo han hecho,CDMX,12
,,Que sigan apoyando con los huertos que capaciten más a la gente para esos huertos urbanos que nos enseñan a hacer los huertos,CDMX,12
,,La dignificación del campo es de suma importancia como la producción del bienestar sembrando vida precios de garantía y con el objetivo de garantizar los precios y apoyos a los campesinos en fertilizantes operación de manera directa y supervisada para que se le entregue a los campesinos que verdaderamente lo necesitan revisar jurídicamente con lupa las reformas al artículo 27 constitucional ya que lo que hizo Carlos Salinas de Gortari dejar a los campesinos en la calle y crear monopolio en los ejidos del país Espero que lo lean y lo puedan hacer,CDMX,12
,,"venta y promoción de los productos del campo a la ciudad, el total apoyo a las mujeres del campo el tema del agua y apoyo total a la modernización del campo",CDMX,12
,,que el apoyo sea directo a los del campo y que no se les pidan tantos requisitos para que a todos les puedan ayudar,CDMX,12
,,sembrando vida más educación y e infraestructura,CDMX,12
,,crear conciencia y leyes que fortalezcan el cuidado de los recursos naturales que se mantenga el apoyo a todas las comunidades de los estados como en el Estado de México hay zonas olvidadas que deben ustedes hacer recorridos donde nunca han pasado y que seguirá así durante mucho tiempo Si queremos tener un cambio en este gobierno para que la ciudadanía tenga en mente que solo existe morena para todos realizar exhibiciones del trabajo que el campo cosecha,CDMX,12
,,Ha hecho que se respete más la labor campesina de manera salarial que no se sabe explote su producción y lo que falta por hacer es que se impulse aún más,CDMX,12
,,estudiar métodos alternativos de huertos urbanos,CDMX,12
,,sembrando vida buenos precios fertilizantes bienestar bien pesca Sedena donde si ayuda a los agricultores Ayudar a procampo del Gobierno Federal falta la empatía de unos representantes de morena ni el presidente es tan mal expresado,CDMX,12
,,echar a andarlas presas para los Estados más cercanos y el apoyo a estas con el tren Maya a la reforestación,CDMX,12
,,más espacios verdes para el autocultivo,CDMX,12
,,rescatar más a los campesinos y mirar a las zonas más Rurales de la ciudad y de los pueblos se necesita apoyar más a la gente pobre sin pedir restricciones,CDMX,12
,,es importante el desarrollo científico tecnológico y escolar se necesitan más institutos científicos donde se lleven a cabo investigaciones procampo estos institutos e investigaciones dirigidas a la recuperación de agua aprovechamiento al máximo de esta y los suelos con todo el país ni a los países donde se han desarrollado ciudades sustentables en los desiertos árabes dejar el manejo de la tierra a quien sabe de ella darles escuela a estas personas y garantizarles por lo menos el alimento y cobertura de sus necesidades primarias para que puedan dedicarse a ellas promover las Huertas urbanas comunitarios.,CDMX,12
,,hay que promover más el cultivo el sembrar en hogares para obtener frutos más sanos enseñar a los jóvenes a cultivar en sus hogares apoyar a los campesinos,CDMX,12
,,es necesario que haya más programas para ayudar a todos,CDMX,12
,,Faltan acciones para ayudar a los campesinos económicamente ya que hay temporadas que ellos no generan los mismos recursos económicos y eso les afecta porque suben los precios de las verduras.,CDMX,12
,,Poner el precio del gas bajar el precio de la canasta básica,CDMX,12
,,apoyar más al campo hacer producir más la Tierra,CDMX,12
,,el gobierno ha apoyado a todos los campesinos en ayudar para el campo como es el maíz frijol calabaza seguir apoyando a los campesinos para que sigan cosechando el producto básico del,CDMX,12
,,darles más fertilizantes y directamente a cada campesino y apoyo económico,CDMX,12
,,que apoyen más al campesino en cuestión de proyectos nuevos para una agricultura sustentable regresar con proyectos de agricultura orgánica ya es un tema actual y que ayudaría a la ciudadanía apoyo al campesino siempre no dejemos solos a nuestros campesinos,CDMX,12
,,quitar a los intermediarios y permitir que la gente del campo vendan sus productos a precios justos,CDMX,12
,,La técnica en el campo debe ser de forma constante así como también el recurso económico en virtud de anteriormente la técnica y los recursos se quedaban en algunas manos líderes que en lugar de que llegaran los recursos al campo en forma directa estos señores se quedaban con ellos.,CDMX,12
,,la formación de técnicos en agricultura crear más escuelas agropecuarias,CDMX,12
,,quitará los empresas extranjeras apoyar más al producto interno y menos exportación quitar los productos transgénicos programas para integración social a los campesinos y Mostrar más su importancia,CDMX,12
,,que piensen más en la gente del campo,CDMX,12
,,programas de procampo más nutrido y que cumplan dando los recursos para poder cumplir las metas y cultivos,CDMX,12
,,programas estratégicos maquinarias para los campesinos que en muchos Campos Rurales hace falta el agua como en Coahuila y Durango hace mucha falta el agua hay mucha sequía,CDMX,12
,,que se organicen se elaboren aún más para todos los campesinos,CDMX,12
,,ayudar a la compra de los productos de nuestro campo,CDMX,12
,,que se sigan apoyando los campesinos con créditos o programas para continuar con el consumo nacional y no importar alimentos,CDMX,12
,,los campesinos necesitan más apoyo con mayores recursos para poder sembrar el agua para regar sus siembras y que no haya intermediarios entre ellos y los que les compran sus productos Porque todo lo que invirtieron es pérdida para ellos lo que ganan son los intermediarios porque les pagan lo que quieren a los campesinos es un gran esfuerzo de los campesinos,CDMX,12
,,hay gente capacitada que tiene los conocimientos para desarrollar más toneladas y hectáreas Solo falta que la autoridad se bajen de su nube y puedan interactuar entre todos y Buscar desarrollar nuestros huertos orgánicos en casa,CDMX,12
,,más apoyos a la pérdida de sembradíos para que hay años en que hay crisis o escasez,CDMX,12
,,que den más apoyos para toma de agua potable ya que los campesinos tienen que hacer o caminar largos tramos de hasta 30 minutos a una hora para poder ir por ellas,CDMX,12
,,cooperativas de producción con compras en común,CDMX,12
,,dar apoyos a campesinos y capacitar a personas que no tengan conocimiento sobre el campo para conocer sobre el sembrado de frutas y verduras,CDMX,12
,,favorecer el consumo en las áreas urbanas directamente los campesinos productores Para apoyar su economía el tema de los campesinos y programas de apoyo directo para ellos educación cultura género y violencia,CDMX,12
,,Respeto básico a las tierras y reformas que nuevamente una mejor convivencia con la Tierra y sus recursos invertir en infraestructuras para el mejoramiento de los trabajos para los que siembran la tierra respetar los recursos que nos brinda el planeta,CDMX,12
,,Significar el trabajo y apoyar con insumos precios de garantía y fertilizantes redistribuir entre los trabajadores del campo una parte de las ganancias de las importaciones y exportaciones de productos que se comercializan sin que regrese al pueblo El excedente ya que se compra al mínimo y se vende al máximo,CDMX,12
,,ayudar a quien realmente lo necesita que ya no haya intermediarios,CDMX,12
,,primero lo que más necesitamos en una reorganización del campo en grandes extensiones agrícolas en propiedad colectiva tecnificando y reubicando porque hay un Severo Urbanización sin planificación y sin fomento del conocimiento del campo parecido a los ingenios azucareros reubicados las viviendas y desarrollando la Irrigación que sea la adecuada Así será más fácil proporcionar servicios básicos y desarrollo urbano de calidad aumentando el desarrollo de vivienda vertical,CDMX,12
,Que el gobierno tome conciencia para apoyar en medio ambiente porque los seres vivientes están muriendo,En los pagos al campo lleguen de manera directa sin intermediarios,CDMX,13
,Usar más la bicicleta,Ayuda al campo a que crezcan su cultivo,CDMX,13
,Que recojan la basura en los jardines recoger las heces de los animales poner multas para las personas Que no limpien,Más apoyo económico de protección pues le pagan muy poco a su siembras,CDMX,13
